date,credit_gdp_gap,sloos_ci,cape,buffett,courbe_10a3m,m2_yoy,taux_reel_10a,baa_aaa_spread,vix,nfci_leverage,margin_loans_z1,current_account_gdp,top1_wealth_share,net_equity_issuance_gdp,corp_debt_to_profits
1992-09-01,-1.2583495395004032,,1.1052694174362647,0.44087907258510256,-1.4153958157322473,-2.1621167976847167,,0.7407334882514404,,-0.7850708197931349,0.4920378306862535,0.5848371793181122,,-0.17062306630211585,2.0267309400108187
1992-10-01,-1.5446601515611331,,1.0303705382999149,0.7794942235169866,-1.5946153013688662,-2.0622002250156073,,0.5429691762582398,,-0.8477665979536885,-0.594197492836906,0.7637619593057098,,-0.25856437913481306,1.6228604723748024
1992-11-01,-1.5385233082801308,,1.1308558934400368,0.7782856964172871,-1.5835872052264173,-2.077233890305704,,0.5294238524282867,,-0.9502708789669435,-0.5934221798145216,0.7626654996205039,,-0.2582984618858643,1.6174729167318052
1992-12-01,-1.5324590795762412,,1.2642452728990112,0.7770827764199554,-1.388581100478059,-2.150957497005784,,0.5685053158575484,,-1.046979630207932,-0.5926498952903563,0.7615737513045585,,-0.2580333635111235,1.6121386897521737
1993-01-01,-1.796134997831997,,1.235683274361801,0.8712727566952385,-1.4197861900447304,-2.28421342904904,,0.6601858722649895,,-1.1708193705984884,0.20219464641655063,0.6205991902915793,,-0.18377983078989563,1.5890277386178095
1993-02-01,-1.7873012967633688,,1.28297956740757,0.8698031533088372,-1.161825517572061,-2.5009179881928785,,0.7649250193539519,,-1.2801601002588896,0.20199294170258572,0.619824038496647,,-0.18359775093941344,1.583937562626703
1993-03-01,-1.7785967356874293,,1.3493488473511757,0.8683409660392764,-0.8685313436705243,-2.544401751640503,,0.908979859681686,,-1.3199396082803663,0.20179183949023688,0.6190517854398876,,-0.1834162112468695,1.5788960156780816
1993-04-01,-1.7510821242358912,,1.261132034399186,0.8348181224304378,-0.9356920732867295,-2.483622764126395,,0.7633002003829725,,-1.235132726518748,-0.28109668813857497,0.815248439199133,,-0.4307842358314164,1.2910708648598672
1993-05-01,-1.7428512095505702,,1.2730651851828387,0.833467550528446,-0.9027409180959459,-2.2014125423833577,,0.6309552481443823,,-1.0810142328744397,-0.2808076397395176,0.814031213335866,,-0.43029743827348615,1.28795633760518
1993-06-01,-1.7347353473378522,,1.2916240436084765,0.8321235163785875,-0.7173354061396742,-2.080665351651729,,0.6831524694763068,,-1.0630444503897383,-0.280519481336015,0.8128194265753694,,-0.42981228782514336,1.2848642548674292
1993-07-01,-1.6818261242751587,,1.2808070373576137,0.9140001916154361,-0.5973102574413998,-2.0758007321282292,,0.6562406618580713,,-1.1832795404785073,0.36574373779006564,0.8366362143301495,,-0.6689148102918893,1.2212554999741554
1993-08-01,-1.6744317244857458,,1.3335380998103683,0.9124099945123424,-0.4937340915605292,-2.07450350499205,,0.6688976174416019,,-1.2609133674165136,0.36535077402498356,0.8353673745518491,,-0.6679970128933095,1.2185176272488696
1993-09-01,-1.6671340634992529,,1.371668883357499,0.9108280737800495,-0.26867795520376364,-2.110446821686334,,0.7606397613280952,,-1.2008340400294595,0.3649590745016658,0.8341042935809146,,-0.667082985029188,1.215798096590651
1993-10-01,-1.5907987828105725,,1.3954055677861779,1.038275193953175,-0.16379105414032327,-2.183420242314058,,0.812706843869652,,-0.9630921119218899,1.2499768478472648,1.1732073111723988,,-0.6023022909617611,0.9544871583932465
1993-11-01,-1.5843903359426903,,1.3783699841316046,1.0362417680286078,-0.4511995780789238,-2.0671762776006872,,0.6932694783177121,,-0.6635600050975174,1.2469591552772397,1.1707340067056815,,-0.6015286700015036,0.952854094167388
1993-12-01,-1.578058765782358,,1.4045022334545039,1.0342202501255706,-0.5464248380651178,-1.9952051074451935,,0.6531180219229578,,-0.4894247554230253,1.24396322659832,1.1682762878676132,,-0.6007580238664615,0.9512293885163646
1994-01-01,-1.5762048296264703,,1.4567523136691063,0.7614782719785119,-0.6009309799864065,-1.9258213848518253,,0.6921954646448878,,-0.4065788649350086,0.6919709173804206,0.9734475018097701,,-0.005630598137430061,0.8108179786129992
1994-02-01,-1.5699805225675003,,1.4228666286086433,0.7603506905664476,-0.5374908364867482,-1.863283305632157,,0.7576297043103456,,-0.3518965220748513,0.6910118036064535,0.9717741335563173,,-0.005625323440911602,0.8096211942366535
1994-03-01,-1.5638294208240788,,1.3276952055550382,0.7592281063552887,-0.7738816886842843,-1.7850359847835036,,0.7965748950180681,,-0.3522809541572519,0.6900566691483615,0.9701093704053826,,-0.005620063540477598,0.808429696695841
1994-04-01,-1.5353318218798984,,1.1571542913715274,0.5932326382431963,-1.0562750485832484,-1.7609146215478206,,0.8090586338477248,,-0.44343948682894135,0.6895824108455636,1.1311987102976033,,-0.13989811291463172,0.6850201068277825
1994-05-01,-1.529528702022044,,1.1868737010416959,0.5924851884667961,-0.7852619783745889,-1.9065173890577725,,0.8215250484110458,,-0.5494630075082163,0.6886340745432772,1.1289350603001427,,-0.1397652377296039,0.6841285824251935
1994-06-01,-1.5237909319156249,,1.2063197269388404,0.591740558204884,-0.7201774768300752,-2.051564913094077,,0.7547211822591604,,-0.5917814163583907,0.687689642171286,1.1266849533406569,,-0.13963274045726204,0.6832405316068988
1994-07-01,-1.5420569403267306,,1.1567995685888732,0.7883168206770654,-0.7062082993873416,-1.9551732153707468,,0.7408549676783185,,-0.5542802636014695,-0.1801374050343149,1.2487067488822994,,0.5833275573544452,0.6319923023916153
1994-08-01,-1.5362319746567308,,1.2574340587864896,0.7871320862808765,-0.4932676956269532,-2.001037581920573,,0.7666566344313361,,-0.4266237963430354,-0.17996510776519137,1.2459166576870329,,0.5826029805442621,0.6312130512426318
1994-09-01,-1.5304725644150001,,1.2651317951920835,0.7859526804728202,-0.5700213715525481,-2.0452103796688905,,0.8056430365028343,,-0.21376321870647863,-0.17979330398239357,1.2431451960028785,,0.5818810983856997,0.630436676844173
1994-10-01,-1.3786113642429745,,1.2246785478697684,0.7062156395367762,-0.5057754759033031,-2.089918119295203,,0.818133647171428,,0.0023741620598780626,-0.5537031689419462,1.4006875423625778,,1.6292654883213804,0.5210641985651627
1994-11-01,-1.3741669643359928,,1.183097161489696,0.7052400518412852,-0.3713647261604287,-2.171594219013182,,0.8041617553215611,,0.12215299463285348,-0.5530363993995745,1.397085565020791,,1.6237857371546658,0.5204835637532862
1994-12-01,-1.3697653015026905,,1.1173359723668337,0.7042684983203908,0.07667462793540716,-2.203363331749303,,0.8034361299112373,,0.14141890726383272,-0.552372033898779,1.3935112480895224,,1.6183609339265028,0.5199048664295772
1995-01-01,-1.4145397764177086,,1.183231981597909,1.0081578122443993,0.24419547845354206,-2.138555136909586,,0.8291678154393342,,0.06599404735869659,-0.8769165860792084,1.1693830514006376,,0.6289822672930012,0.46596741665215974
1995-02-01,-1.4098535694112226,,1.3088615652541822,1.0062945544337933,0.5852381729877055,-2.1536605750660676,,0.8680891141369274,,-0.0176502891976227,-0.8754946157823522,1.1669907549531764,,0.6281776388369009,0.4654730108330103
1995-03-01,-1.4052136606634054,0.6745627118285151,1.3835457009088412,1.004441595766045,0.814071688563413,-2.1676140575325062,,0.8804873290329192,,-0.08175601363221466,-0.8740795446756979,1.164613089197353,,0.6273760919990767,0.4649801759530997
1995-04-01,-1.1610943031283032,0.5331229380744685,1.4883328093254784,1.360747250835306,0.8781103616942739,-2.0929186437865495,,0.8928653521786143,,-0.15156471729509138,-0.8869601553960361,1.15403411423498,,0.6472291528515878,0.45621768309268634
1995-05-01,-1.158102277519907,0.527649002819687,1.606343638441398,1.3572122021835522,1.3028177185101617,-1.9455085173421036,,0.9184539613568926,,-0.21091251641291828,-0.8855154466207696,1.1517207206029811,,0.6463919616271314,0.45573970253922313
1995-06-01,-1.1551332802118726,0.5223408734276566,1.7174465314099387,1.353704577092606,1.5395472221745954,-1.6199509489977202,,0.8513646315986881,,-0.22002013333242745,-0.8840777786921542,1.149421191572571,,0.6455580123762041,0.45526322168066047
1995-07-01,-1.0417152485673897,0.5892697284757272,1.8572574903408927,1.6715350065564492,1.3737011117127467,-1.5293622031316678,,0.8108535147643545,,-0.22469202323773793,-0.21330705555729695,0.924369763749922,,0.9740606862685426,0.3986924143447197
1995-08-01,-1.039346608671012,0.5832103249688223,1.8343160448603972,1.665794442513093,1.1324590551883174,-1.3131279430546243,,0.8233639654051139,,-0.3268048033431446,-0.21310494171412278,0.9229033013439465,,0.972339667365429,0.39829380402978254
1995-09-01,-1.0369940646355822,0.5773347728070893,1.9742090835273414,1.6601126471198324,1.2781831922907083,-1.1984486501125793,,0.8358567187453732,,-0.5037648642386676,-0.21290340136389863,0.9214438001884003,,0.970627744166278,0.3978963872359584
1995-10-01,-0.8572912411296139,0.43309323702437313,1.9665601692137773,1.933497506600889,1.4245649245309773,-1.0803183952548225,,0.8085973944224597,,-0.6007118761731062,-0.29003987405032017,0.7546732279289233,,0.6720683905341098,0.43661219702438825
1995-11-01,-0.8556796469928851,0.4293441261160681,2.0536465466424008,1.925258179534297,1.5909734525148158,-1.047167750990164,,0.7681276812241525,,-0.6033945612364634,-0.2897564224589833,0.7536650750954295,,0.6711886049082451,0.43616603660957604
1995-12-01,-0.8540771139373432,0.4256909555361339,2.1958008117201144,1.9171233364107056,1.5695261627224295,-0.9536740712092076,,0.7542146817340109,,-0.6108937360000299,-0.28947380042560683,0.7526609539195402,,0.6703122671387144,0.43572124157496356
1996-01-01,-0.8013031789252362,-0.08260801665892738,2.134363219168502,2.0818275070227257,1.473853224161584,-0.8456901488601932,,0.7668309643697269,,-0.6830778197912514,0.6567123550151368,0.9246887656458437,,0.9239392020151205,0.3843491674845907
1996-02-01,-0.7998866564714001,-0.08202857912851685,2.3899129827907792,2.0719016848948995,1.1393616073921287,-0.699916760523197,,0.7926895448538478,,-0.7688603944267083,0.6558693232444017,0.9232362419797518,,0.92240308961181,0.3839725259208171
1996-03-01,-0.7984776249280868,-0.08146116435851472,2.310178617701192,2.0621165473800525,0.8177399387074922,-0.49041959233584054,,0.7389495094691025,,-0.7610280577616495,0.6550295314244156,0.921790545677093,,0.9208746180231743,0.3835969897365473
1996-04-01,-0.6996013400070128,0.2902113683655593,2.261004261570539,2.1924407089167137,0.5720614209997237,-0.47012142934524626,,0.7250688638103527,,-0.6373484643785545,0.7839718410057573,0.9633211332233296,,0.32307766606517546,0.38965500098749273
1996-05-01,-0.6984867924258744,0.2881046781581999,2.3390787692333164,2.1811281729532626,0.41661931343893965,-0.595376275979574,,0.7377425880920235,,-0.5081692395643558,0.7828425619060572,0.9617564139204231,,0.32275945917364024,0.389273744780835
1996-06-01,-0.6973775580759751,0.2860432598800116,2.3660863372996226,2.1699890184659827,0.3214212872023486,-0.7073021101745511,,0.7238582465440973,,-0.4642721902862895,0.7817181515512174,0.9601992988885223,,0.32244219085073295,0.38889360579101306
1996-07-01,-0.6738141372600175,0.526822815897471,2.125072743657417,2.1412930381036066,0.4298246121349359,-0.7472817340310939,,0.7099901083560639,,-0.5137026413053658,0.02074809641420304,1.185850652668732,,0.9708814572421994,0.42485778262897483
1996-08-01,-0.6727728932490492,0.5224827066491252,2.238441264376107,2.1307196776266926,0.5453983814230164,-0.8799675249370413,,0.6828571738796403,,-0.6199644348381643,0.02072968672837185,1.1834593760670378,,0.9692079094839468,0.42443387973688507
1996-09-01,-0.67173646438408,0.5182484229668839,2.290285121566567,2.120301468323175,0.3997292709578686,-0.9144057951415249,,0.7221722509424499,,-0.7160351211917989,0.020711325960057793,1.1810825152473006,,0.9675429913675021,0.4240112435355584
1996-10-01,-0.74325974301512,0.5667916485934736,2.4549553292962165,2.2630993614452923,0.5773422512066658,-0.8479700112309307,,0.7348707447689253,,-0.8189799051396582,0.34258793751742,0.9699909401713819,,0.16070285716789814,0.3675888446689861
1996-11-01,-0.7420411844638181,0.5621411961698416,2.681065857551207,2.250923698850178,0.9405732398236617,-0.7151471241926192,,0.7209760905787198,,-0.9330622833266663,0.34225015453545593,0.9684207312666877,,0.16055741283501293,0.3672379810005003
1996-12-01,-0.7408286035734368,0.5576036995356369,2.702276360089955,2.238942525440613,0.7146526979891641,-0.6004908927860619,,0.720391042473334,,-0.9660779035456012,0.34191336894142815,0.966858127470979,,0.16041236271369247,0.3668881203497791
1997-01-01,-0.8067738109508968,0.5665168122228804,2.821872482587058,2.19406669331684,0.5641450928745263,-0.6278152841102325,,0.7464003138374299,,-1.005705870593293,0.07519770344371615,1.1222293408452526,,0.8391629603871635,0.375159969588615
1997-02-01,-0.8053760901507353,0.562036623301518,3.007657286934123,2.182910398924016,0.6948441445357114,-0.6512369779144214,,0.7989744799779426,,-1.11951270693287,0.07513133801507077,1.1201254180138722,,0.8379072833038669,0.3748019090812617
1997-03-01,-0.803985613669684,0.5576613714997322,2.900432026001531,2.1719226289113767,0.5623629013855801,-0.7456740918747099,,0.7982777915078016,,-1.1553684950621146,0.07506514799005505,1.118033290524427,,0.8366572293636073,0.37444487208669586
1997-04-01,-0.6736414940769926,0.616430065305071,2.637618842967019,2.9212363169818163,0.39271129840429286,-0.7070895099033544,,0.8241873827284032,,-1.0877282847991,0.45632599653597805,0.8073584422619884,,1.0416058400837813,0.38571148788856846
1997-05-01,-0.6726202203096454,0.6115125806478002,3.1159028468129644,2.8971175896984063,0.4570210360419455,-0.7082048418877623,,0.8101480057086948,,-1.016006562640645,0.4558445230507941,0.806257099442207,,1.0397092461883721,0.3853426138175165
1997-06-01,-0.6716035801623254,0.6067112829628907,3.3778498178403082,2.873586689107534,0.5456134047427063,-0.6799639360001329,,0.822742889190063,,-0.9835836363887408,0.455364570879143,0.8051602538477827,,1.037822980853286,0.3849747963032788
1997-07-01,-0.4991322159301692,0.39672347763496096,3.672483591293503,3.259334669651431,0.9345626973737323,-0.6576132336951193,,0.8220117104591793,,-0.9433835348842375,1.4472877526280534,0.9830441801949845,,0.930990720037798,0.3170668859179708
1997-08-01,-0.49848617386543126,0.3941615007156437,3.6168330146937904,3.226781269440492,0.9366592811842416,-0.4405130588795558,,0.8345934738034119,,-0.9364296467517704,1.4433996503251056,0.9814557999684863,,0.9294807238403985,0.31677785681101606
1997-09-01,-0.4978426349974385,0.39164860662358597,3.615072622478509,3.1951843591397866,0.8289753777532789,-0.39255367883743797,,0.9004033731804376,,-0.9970468407351762,1.4395427321947178,0.9798750985420281,,0.9279780553966429,0.31648961682043597
1997-10-01,-0.38147209457015874,0.4448195364458503,3.6445333277023577,3.1746571235369903,1.0289358353894063,-0.40298746731772606,,0.8729172829519435,,-1.0388836596527615,1.1169367966643837,1.3425958074775748,,0.8262714239359479,0.3703613673944258
1997-11-01,-0.3810221592282918,0.44194188585268473,3.5123633484965597,3.1445701881960586,1.3396854368372078,-0.411411413316947,,0.8987338436108109,,-1.0187323343606838,1.1147673583645548,1.3395207708121777,,0.8250696054312684,0.37001422490366426
1997-12-01,-0.3805738126756362,0.4391194759921914,3.634982413216859,3.1153229314526754,1.4174073004805614,-0.46565289760541406,,0.8845620948802672,,-0.9672562147767568,1.1126105194735316,1.3364667771949201,,0.8238730187803355,0.36966805694937827
1998-01-01,-0.2212950502693234,0.022045328991169354,3.5826146455820203,3.923465813967785,1.540693854469478,-0.41334036698130033,,0.8570965850914614,,-0.9063207564690771,1.0792671199948498,1.3263753720945215,,0.5143081104154448,0.8468796387837403
1998-02-01,-0.22105754905597652,0.02193017828594974,3.932303938564646,3.8690857395938623,1.5473908094247013,-0.24901422247604732,,0.8563144685430903,,-0.9310199588474453,1.0772583285902908,1.32339890468388,,0.5137489413330656,0.8456865481203336
1998-03-01,-0.22082081097667952,0.021816813095874448,4.22211248163862,3.8169061851114177,1.3986004184126772,-0.17187819374170896,,0.828889698495445,,-0.9993712421948496,1.075260718563947,1.3204423958518678,,0.5131915928101097,0.8444984884662133
1998-04-01,0.24454066074923456,0.44755360251041354,4.3856182297955275,3.8117950363840394,1.321409062159134,-0.0990374505700765,,0.7748515395615828,,-0.9849908318486106,1.0343284939182114,1.5799404560852899,,1.0870008011794154,0.8796242070318044
1998-05-01,0.24427711395016066,0.44482887830892204,4.292255694433287,3.7619456498324544,1.3528462119204483,-0.009569414662882355,,0.8141884809453125,,-0.8729781503819345,1.0324971678763188,1.5754727574739198,,1.0849724408925132,0.8783504688502433
1998-06-01,0.24401441752799363,0.4421534093637918,4.233174056143814,3.714002464737255,1.4774633656699834,0.004084720609073535,,0.8268097988513129,,-0.7498962303138492,1.0306755403629193,1.5710427631108448,,1.0829553996371735,0.8770822509413596
1998-07-01,0.4426319208659378,0.09554305996075045,4.484359765792116,2.9029123612091245,1.4709074825113242,0.008256022079015577,,0.8260813319987721,,-0.5066708003478767,0.1823898581191394,1.7877780256391402,,2.6923918813532577,0.8609375144797216
1998-08-01,0.44209675713581226,0.09506931220410275,3.910451622323133,2.8798103359715936,1.5219086412470564,-0.07842372855919724,,0.7986841264029839,,-0.09778333314472241,0.18222952726197572,1.7817439923596972,,2.673615586733018,0.8597196549630062
1998-09-01,0.4415635305510028,0.09460254239249993,3.527936210922538,2.857251343990894,1.7296972064939087,0.09642552638098977,,0.7046219992392123,,0.1811123176053646,0.18206961851050862,1.7757706705386411,,2.655226812641758,0.8585069518465197
1998-10-01,0.6775955664231538,-1.6746628977738063,3.5569834615133527,3.8789668508654174,1.3438047782435236,0.2496767428197326,,0.5439076177916998,,0.2568484537993903,0.16122230601669513,1.8287933614138123,,4.992159265997737,1.0800074925071073
1998-11-01,0.6766018270698094,-1.6444316207781642,4.218252635573136,3.8271089257533624,1.4883056411775668,0.3618235961353272,,0.38327302981566697,,0.3332377568342765,0.1610822969058245,1.8224343563105336,,4.8856443095886695,1.0781161723052224
1998-12-01,0.675612449598765,-1.6157844021426455,4.461473883847515,3.7772770243684466,1.6153578452655677,0.43442701718366605,,0.2761336905172295,,0.5249664721041605,0.16094265194287247,1.816141251872262,,4.7856692632728866,1.0762347590180104
1999-01-01,0.8250240457710846,-0.21609943431435294,4.753942234842434,3.7979170813804473,1.4821817040343477,0.450260970051634,,0.2224941508342757,,0.6721079456723581,0.08698041063172712,1.77190902519005,,0.4631499763002644,1.2039899833053351
1999-02-01,0.8236387077293348,-0.21504945570380365,4.682386315706756,3.7493172578016707,1.314055269324261,0.35226292100327133,,0.3026393139579301,,0.5800815003111632,0.08690660905427589,1.7660651310678537,,0.46267614071555235,1.201617855721674
1999-03-01,0.8222603293510469,-0.2140146411945002,4.818958655181665,3.7025368825389338,1.0974839010254964,0.1938439330002655,,0.4095307797765756,,0.3753266075200803,0.08683299501964749,1.7602787013017434,,0.46220375693601506,1.1992597011868815
1999-04-01,0.9379668186063618,-0.3393831670960482,5.02139485399629,4.135485101609507,0.9891970576145754,0.20043959003120831,,0.5029916759761015,,0.24215847621636838,0.3654595326798722,1.9617168877913258,,3.1909495098550624,1.0895246780091954
1999-05-01,0.9362158131481917,-0.3376728343868853,4.949244174534223,4.073886350835564,0.859629205119553,0.18980594038851958,,0.5696179355595636,,0.2784892863825973,0.36511234960285327,1.9541809575154636,,3.1613407774868274,1.0876170316825833
1999-06-01,0.9344745840229998,-0.3359881283069755,4.838744082627657,4.014960943521832,0.5965975722423568,0.19470694185993098,,0.569227643058085,,0.3973101691800058,0.36476615433856746,1.946731242782107,1.2231395203711581,3.13254140073328,1.085719375952803
1999-07-01,1.260521528310977,-0.1078540496767601,5.0872449125352865,3.5923202183098697,0.6682178190567157,0.24083324320329055,,0.609034274325198,,0.572463189700383,0.5056534265557661,2.154343924720191,1.008621647579548,0.7679481476319534,1.3153301556518957
1999-08-01,1.2573013874758845,-0.10737446273222948,4.709058995466331,3.551212442327408,0.7044273558689811,0.1691444079823054,,0.6220056488728816,,0.7965759117842601,0.5051238992839688,2.1447682855558483,1.0003171428112527,0.7669298486558124,1.3124700982916786
1999-09-01,1.2541058150972264,-0.10690121724990728,4.565822972613374,3.5114845402788957,0.6760400894324347,-0.022811755240791026,,0.5411155820981336,,0.9250477243177615,0.5045960327162486,2.13531924595896,0.9922149854613922,0.7659155918504357,1.3096286260448093
1999-10-01,1.3165312868990768,-0.2910882849897435,4.398243509775872,4.610733632731849,0.6778707729438636,-0.16336952104323113,,0.5139277861214682,,0.8557742902412298,1.5368635934484152,2.2570221043780676,1.287139746169968,-0.7311345766673949,1.3708436186246071
1999-11-01,1.3130019175170968,-0.28973510930332635,4.821803894740469,4.527529556676041,0.942646011093083,-0.3246686740638681,,0.5672674758471048,,0.8115407986319577,1.5325801234874403,2.2462408594909538,1.2735424982586674,-0.7302034134799206,1.3677153589950644
1999-12-01,1.3095007985672684,-0.2884006453103245,4.948972968105127,4.448673632626571,0.8323968231718046,-0.34798057432558377,,0.768181423971533,-0.6486967839698965,0.9986345493342799,1.528332287460371,2.2356126950480233,1.2603682993644898,-0.7292758007832266,1.3646084282993232
2000-01-01,1.390343876900329,-0.37793057659020246,4.833894751978809,4.692038836116762,0.5982028482333964,-0.3529892849028207,,0.8883149441404347,-0.8267631388595624,1.1892580945843516,2.1699728102592757,2.610344834453088,1.2475956443885592,-1.93516886716358,1.5888778636418082
2000-02-01,1.3863683419375628,-0.3761252123019362,4.5281085021943595,4.6049930037479,0.9473081255077471,-0.43056763512313695,,0.8069872914359637,-0.8896312575940074,1.216749734847386,2.1597791802029778,2.594462098876039,1.2352045283624875,-1.9276050592767366,1.5844628835945433
2000-03-01,1.382426735655438,-0.3743455055762213,4.666269636810676,4.522619093347369,1.3213311615603922,-0.2607595440447681,,0.6989102769454736,-0.7300569200775711,1.0566981923763241,2.149727914850476,2.578865862853612,1.2231763145359376,-1.920129287505661,1.580084519211999
2000-04-01,1.4561961788596314,-1.0677898418575438,4.680248335824215,4.012675839173874,1.523188689695412,-0.07867422695497098,,0.6043624170768221,-1.497059703470551,0.7700410885125225,0.8276565570846831,2.562700272751845,1.0121258978106433,0.9273209309510784,1.7037572074141973
2000-05-01,1.4517928472673978,-1.058465395723568,4.38744492238916,3.957237634803639,1.2522649902823073,-0.35194260151778484,,0.40236120007240905,-1.3424153579585894,0.5140988605665507,0.8265105214792056,2.547665384510815,1.0043357061289322,0.9259036512977284,1.6985414879095206
2000-06-01,1.447429243035636,-1.0493816781789718,4.489585359332165,3.9040357441369506,1.4421596893220903,-0.3891250869241772,,0.5365734875770612,-0.49167136735881545,0.28279280196793416,0.825369235893258,2.532892111381582,0.9967231130587201,0.9244928537022691,1.6933733966257098
2000-07-01,1.4185832380099515,-1.5055417974678977,4.452948386620391,3.6689437275992787,1.7334738414238233,-0.4682414404307486,,0.6841364366243041,-0.20088951139814645,0.010162861286453613,0.9077438443475184,2.767036282562666,0.8891636353103519,-0.495365797763493,1.9142706226753436
2000-08-01,1.4144657584355986,-1.4860349561576351,4.438865788664374,3.6261532477345892,2.0515158549164707,-0.39807055978822076,,0.6701754408965309,0.117516540482756,-0.31155011859525245,0.9063899454444329,2.748574602311433,0.8832432316062839,-0.4948613986108302,1.9073049295488158
2000-09-01,1.4103839455414777,-1.4672688524939355,4.251996238988818,3.584826056980187,1.959490626428699,-0.26709692788891704,,0.6427743104332453,-0.16548200945293598,-0.6072634119557665,0.905042089796429,2.7304776643407416,0.8774398180470597,-0.49435853764659726,1.900414754349013
2000-10-01,1.3813767342810779,-1.9345949129684576,3.8214891252308973,2.7446192750517557,2.1014975712928425,-0.3315742072978694,,0.5615602622585508,-1.1370625612687195,-0.7910188565596811,-0.9956708594626053,2.706682834103221,0.6198592170356214,2.46121839978956,2.6188610113137862
2000-11-01,1.3775277563866901,-1.8992983967607853,3.7076003197254015,2.725690562315487,2.150791183949854,-0.39269968864562027,,0.5073250168000685,-1.3330841512540397,-1.0153508125104045,-0.9940575599111259,2.689386657935088,0.6167388758119945,2.4471550448126664,2.602935642612734
2000-12-01,1.3737107922380665,-1.8658690477365036,3.4499894882948965,2.7071482449083746,2.175467525175217,-0.2832068077223314,,0.5339417402589648,-1.3446978353300505,-1.4176505362445175,-0.9924520814175877,2.672417947182525,0.613665277475163,2.4333301029125187,2.5872973781896884
2001-01-01,1.1298335396343278,-2.5555653922928356,3.3879845537439626,2.0751482912062276,1.6421676366739697,-0.141017700110173,,0.5740171671140611,-1.051321033967464,-1.7373335085129278,-1.9767319452762762,2.6667424518770475,0.2540719052694978,-0.585722297656604,2.2584812244124977
2001-02-01,1.1273819948767598,-2.4842279163834533,3.193211734464148,2.0662590100948472,1.4352309737197597,0.02734068218208311,,0.5871088752053412,-0.7803159951323562,-1.836222458252524,-1.9688972166675374,2.650212956910868,0.25311066182341463,-0.5850853185881874,2.247848113388959
2001-03-01,1.1249463493883298,-2.418555653142658,2.6287329043706023,2.0574830327519864,1.1974277938083522,0.19646006499575042,,0.46535120547245196,-1.656647027347567,-1.8452288362485214,-1.9611549461119733,2.6339871353507283,0.25216025190253205,-0.5844504140226163,2.237363828411477
2001-04-01,1.4901771841982572,-1.9809414297758763,2.5976527002159893,2.315956628322315,0.4520375338863079,0.22241999404754978,,0.4515738869335994,-1.5723394784942064,-1.8162192645485282,-1.6305672916123737,2.284677432294186,0.3027501249157669,0.11131701852466044,2.381783645663547
2001-05-01,1.4856326971657097,-1.9451039138717234,2.8888970307821973,2.3041300126256585,-0.011667510721720889,0.2976468898472375,,0.5727572609102896,-0.6616503357397246,-1.7983071050713395,-1.6257661227434637,2.2738462742391463,0.30159985517546767,0.11122624236147381,2.369582385485603
2001-06-01,1.4811295574036532,-1.9111465405072152,2.7222127745406217,2.2924827973199293,-0.03953477061461128,0.45642154064105983,,0.5588745038913594,-0.3094642134294658,-1.8186038989674902,-1.6210071343633996,2.2631677561100494,0.30046260628866783,0.11113568791860352,2.3575667844114823
2001-07-01,1.7963994762230682,-1.4278192703150951,2.5728705107690746,1.5178037280014882,0.029548054947874797,0.5278341607725549,,0.49098265196069263,-0.5486607623353086,-1.8011206906164545,-0.7005525638061134,2.4723053406902893,-0.013018772980629395,0.6364788555044422,3.0589283414401343
2001-08-01,1.7892579523232044,-1.4120921906045771,2.4477363318387453,1.5137863037142274,0.12874899943314844,0.5481526012081926,,0.5041858620938812,-0.4665583803225111,-1.6917011696742892,-0.6997150086423438,2.458976465660294,-0.01297441250313017,0.6357616536185191,3.0348158786980943
2001-09-01,1.7822009675694879,-1.3968746805683931,1.8587873439563605,1.509800626508375,-0.33157708892570864,1.0287893233327672,,0.4633210010490345,-2.7146404598933116,-1.577600768374152,-0.6988804517764272,2.4458609227691595,-0.012930502394004659,0.6350468718282147,3.0112648811770684
2001-10-01,1.8376726718388798,-1.8292996711400862,1.9979342584895243,1.9764938061689041,-0.6307543261957501,0.8344264820839854,,0.4359949532626761,-2.2597004245398704,-1.52253852932015,-0.9844539585867204,2.016235345642647,0.14496879275197597,-0.33802056013377324,6.389950099132905
2001-11-01,1.8301516413537464,-1.801247807985831,2.2168976022169042,1.968773747367358,-0.9704721138792783,1.0389880136797818,,0.48984170769635427,-1.2137806219793958,-1.4383250317402874,-0.9829068245764747,2.0085124432868664,0.14447454171585988,-0.3377200316614337,6.1943431205156045
2001-12-01,1.8227222453194403,-1.774450156083352,2.289318544711328,1.9611434805947907,-1.52891136816718,1.0594544692716694,,-0.10600506781331595,-0.7160286323282716,-1.2875396365910747,-0.981366965840838,2.0008776389635887,0.14398531231458753,-0.33742030350591634,6.01566648987011
2002-01-01,1.778117261958586,-1.5245562444407523,2.249837560827833,1.9252724174219884,-1.5035312334999171,0.8268870526570812,,-0.16012243828041112,-0.46468840720401766,-1.1267962017824342,-0.44940628488862105,2.3118102269700946,0.09035626260771941,-0.03302382820942393,3.388505758976086
2002-02-01,1.7712348385926635,-1.50697027279586,2.060377500782863,1.9180915174226072,-1.317580001689269,0.7409226641058902,,-0.24133387049106841,-0.5682820921011474,-1.0138547533024749,-0.44897728303526596,2.3007834280791535,0.09005808783517702,-0.03299757989450133,3.356681296394285
